"","occurrenceID","datasetName","basisOfRecord","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","establishmentMeans","occurrenceStatus","eventID","scientificName","kingdom","phylum","class","order","family","genus","taxonRank","scientificNameAuthorship","vernacularName","modified","parentEventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventDate","year","fieldNumber","locationID","waterBody","county","municipality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferenceRemarks","measurementUnit","measurementMethod","populationTrend"
"222","urn:uuid:78e486ba-b105-4def-89bc-8041189bbbfd","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_256 | art: 5 | lnr: 551 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:88e9f1ff-67e0-4c6e-9e74-c42d4d8fdaaf","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_256 | innført_år:","NVE Vatn_lnr:7905 | NOFA locationID:76d88ae5-9526-47e1-8f36-10ca7ade095a","Flåvatnet","Aust-Agder","Bygland",58.9487128401154,7.29536304242842,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"223","urn:uuid:28a0436d-6621-421e-8d17-b4132eee7b1b","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_258 | art: 5 | lnr: 553 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:c6a86115-bf4b-4b9f-8232-fa8ba124fe28","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_258 | innført_år:","NVE Vatn_lnr:1319 | NOFA locationID:1705fa1d-0891-4ad1-9e8c-c44916199ab6","Sandsvatnet","Aust-Agder","Bygland",58.8045410470719,7.95783357046685,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"224","urn:uuid:ec72fb99-88a4-450a-9be0-77146c11355c","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_260 | art: 5 | lnr: 556 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","common","urn:uuid:4b261a91-daec-41c8-b428-1dc959d45747","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_260 | innført_år:","NVE Vatn_lnr:15238 | NOFA locationID:091799dd-86e4-4441-b743-1e264d34f75f","Urdevotni","Aust-Agder","Valle",59.051605680381,7.33041648994898,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"225","urn:uuid:8d02847b-cebc-4adb-94f0-2df8176300b9","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_261 | art: 5 | lnr: 557 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","common","urn:uuid:24b54547-6cec-4cb2-99d2-160d935a232e","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_261 | innført_år:","NVE Vatn_lnr:14939 | NOFA locationID:5166be46-564d-4a18-9107-3927d9bf1f05","Hovdevatnet","Aust-Agder","Valle",59.1130731877955,7.4296266092407,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"226","urn:uuid:46735416-67c7-4380-bfe7-ec76ad3adcee","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_261 | art: 12 | lnr: 558 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:24b54547-6cec-4cb2-99d2-160d935a232e","Salvelinus fontinalis","Animalia",NA,NA,NA,NA,NA,NA,"MITCHILL1815","Brook trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_261 | innført_år:","NVE Vatn_lnr:14939 | NOFA locationID:5166be46-564d-4a18-9107-3927d9bf1f05","Hovdevatnet","Aust-Agder","Valle",59.1130731877955,7.4296266092407,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"227","urn:uuid:ee29199b-ce5d-4736-baf0-75ff8fcf5e0c","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_262 | art: 5 | lnr: 559 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:bece1c68-d1de-4b00-bf8a-06f7fa3692c5","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_262 | innført_år:","NVE Vatn_lnr:15199 | NOFA locationID:349537f1-2d30-424f-bc5b-195b6297ba0f","Langevatn","Aust-Agder","Valle",59.0621464861651,7.73563813013028,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"228","urn:uuid:e59e8be4-7b6f-4400-b8f1-26d15b5380bc","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_263 | art: 5 | lnr: 560 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:c6d5d6cc-d80a-4c60-b989-a779af5323df","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_263 | innført_år:","NVE Vatn_lnr:14577 | NOFA locationID:51e0254e-0159-4b5a-b2a7-dc226e6821fa","Øvre Krokvatnet","Aust-Agder","Valle",59.2001017081018,7.37468506625572,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"229","urn:uuid:63aabf82-a724-4f56-b2d1-56b962322032","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_267 | art: 5 | lnr: 564 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:f8c09619-e140-4655-906e-a32d92555ecc","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_267 | innført_år:","NVE Vatn_lnr:13079 | NOFA locationID:34747d5b-9932-4dc4-93f1-5dc6ae9a5f4f","Den lange tjørni","Aust-Agder","Bykle",59.6565012069412,7.22764592929258,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"230","urn:uuid:d0c2fa44-e590-4666-9365-3e6b32e87adc","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_269 | art: 36 | lnr: 566 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"introduced","present","urn:uuid:60a31703-53a6-4857-a548-e8e7f71076f2","Phoxinus phoxinus","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Eurasian minnow","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_269 | innført_år:","NVE Vatn_lnr:1073 | NOFA locationID:f79d1183-5f1c-42b9-b8b0-80eea4e0f3cb","Breivevatnet","Aust-Agder","Bykle",59.5707850875745,7.28619583797877,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"231","urn:uuid:37782daa-3dff-4a58-91aa-82ff7f8a0067","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_274 | art: 5 | lnr: 572 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:7002abed-d9e1-4c99-b518-756af02650be","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_274 | innført_år:","NVE Vatn_lnr:11527 | NOFA locationID:36e1cc0d-841c-4b11-b300-c5aebc2d839c","Drangsvatna","Vest-Agder","Kristiansand",58.1558354196078,8.10975165330072,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"232","urn:uuid:97256ac2-d3b5-471b-9261-b3d2922a7d8e","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_274 | art: 38 | lnr: 573 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:7002abed-d9e1-4c99-b518-756af02650be","Anguilla anguilla","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Species","L.1758","European eel","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_274 | innført_år:","NVE Vatn_lnr:11527 | NOFA locationID:36e1cc0d-841c-4b11-b300-c5aebc2d839c","Drangsvatna","Vest-Agder","Kristiansand",58.1558354196078,8.10975165330072,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"233","urn:uuid:3d2fa1bb-d662-44b4-8bc5-f200ec012d71","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_274 | art: 2 | lnr: 574 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","present","urn:uuid:7002abed-d9e1-4c99-b518-756af02650be","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_274 | innført_år:","NVE Vatn_lnr:11527 | NOFA locationID:36e1cc0d-841c-4b11-b300-c5aebc2d839c","Drangsvatna","Vest-Agder","Kristiansand",58.1558354196078,8.10975165330072,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"234","urn:uuid:f7c11c33-67b9-48b7-8191-a1cbee1c9eba","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_282 | art: 5 | lnr: 582 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:1934583f-5d9f-4ba5-a74f-6a083c1d0f1f","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_282 | innført_år:","NVE Vatn_lnr:11088 | NOFA locationID:71f88185-cac3-4fc0-844d-3cc60a258162","Gardvatnet","Vest-Agder","Songdalen",58.3184833906462,7.59907651492217,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid","ordinal scale	population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria
urn:uuid:440f1747-903f-4a40-9fc2-07b09a375d8f	urn:uuid:d9512940-aff8-4091-b774-01e8e7da9390	populationTrend	decreasing	ordinal scale","population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria","decreasing"
"235","urn:uuid:6a35a20d-3d14-48d9-b6c5-df8cb2a64d37","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_282 | art: 12 | lnr: 583 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"introduced","present","urn:uuid:1934583f-5d9f-4ba5-a74f-6a083c1d0f1f","Salvelinus fontinalis","Animalia",NA,NA,NA,NA,NA,NA,"MITCHILL1815","Brook trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_282 | innført_år:","NVE Vatn_lnr:11088 | NOFA locationID:71f88185-cac3-4fc0-844d-3cc60a258162","Gardvatnet","Vest-Agder","Songdalen",58.3184833906462,7.59907651492217,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"236","urn:uuid:43db675e-cc58-43ad-adbf-654da396f87b","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_283 | art: 5 | lnr: 584 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","absent","urn:uuid:4d937de2-f8d6-4a99-83fa-73ae9af1e654","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_283 | innført_år:","NVE Vatn_lnr:11266 | NOFA locationID:95eb72a1-8d3b-43b0-95ef-d6da88dd7a0c","Grunnevatnet","Vest-Agder","Marnardal",58.2460795693577,7.60054090516015,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"237","urn:uuid:3ccb0555-126e-4061-bcf7-15c9ddf2bb55","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_284 | art: 5 | lnr: 585 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","common","urn:uuid:4461a277-0d52-48c0-9656-c36365932eca","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_284 | innført_år:","NVE Vatn_lnr:11429 | NOFA locationID:0a16bfc9-bb5f-4b8b-96aa-38d63de3e401","Kringlevatnet","Vest-Agder","Marnardal",58.1900939937755,7.66828196704042,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"238","urn:uuid:d9512940-aff8-4091-b774-01e8e7da9390","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_285 | art: 5 | lnr: 586 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:440f1747-903f-4a40-9fc2-07b09a375d8f","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_285 | innført_år:","NVE Vatn_lnr:9138 | NOFA locationID:ad8b1f3e-6c5a-46a1-b36c-8544e19941a7","Kjosevatn","Vest-Agder","Åseral",58.7559599607209,7.63955929509277,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"239","urn:uuid:ae935539-0ab0-4432-bee9-8288ef61b5c9","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_285 | art: 12 | lnr: 587 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"introduced","present","urn:uuid:440f1747-903f-4a40-9fc2-07b09a375d8f","Salvelinus fontinalis","Animalia",NA,NA,NA,NA,NA,NA,"MITCHILL1815","Brook trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_285 | innført_år:","NVE Vatn_lnr:9138 | NOFA locationID:ad8b1f3e-6c5a-46a1-b36c-8544e19941a7","Kjosevatn","Vest-Agder","Åseral",58.7559599607209,7.63955929509277,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"240","urn:uuid:48c58194-e956-440b-b3ae-93b5c34ab8b3","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_286 | art: 5 | lnr: 588 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","absent","urn:uuid:4d7e4f71-c96b-4315-90aa-f154b739b5e9","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_286 | innført_år:","NVE Vatn_lnr:9074 | NOFA locationID:46d20035-a11a-413a-9daa-714eb53b7f7b","Storevatn","Vest-Agder","Åseral",58.7670798396011,7.43090406630574,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid","ordinal scale	population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria
urn:uuid:e81d1fe9-dc67-4d2b-9f3d-6edf4bbc8e88	urn:uuid:be2a8594-1ce9-4f35-b96e-c5059ee08621	populationTrend	decreasing	ordinal scale","population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria","increasing"
"241","urn:uuid:be2a8594-1ce9-4f35-b96e-c5059ee08621","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_287 | art: 5 | lnr: 589 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:e81d1fe9-dc67-4d2b-9f3d-6edf4bbc8e88","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_287 | innført_år:","NVE Vatn_lnr:10284 | NOFA locationID:99c1100d-96b3-4004-88fc-f6c92bb16943","Storevatnet","Vest-Agder","Åseral",58.5522166543666,7.32405374465732,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"242","urn:uuid:db6e717d-bb40-408a-8dbe-84d1c4b336ba","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_289 | art: 5 | lnr: 591 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","absent","urn:uuid:2371473c-1a6d-4e6c-926a-57b31d770776","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_289 | innført_år:","NVE Vatn_lnr:8972 | NOFA locationID:4f996e3b-665a-4295-9e53-61500848d33d","Sandvatn","Vest-Agder","Åseral",58.7778179952464,7.18283309559941,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid","ordinal scale	population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria
urn:uuid:7823b640-b377-43f2-af13-f6cdb3b787bc	urn:uuid:2b90a72c-e07e-4ea0-833a-07bc13fadb94	populationTrend	decreasing	ordinal scale","population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria","increasing"
"243","urn:uuid:a4c0b1e6-e20b-4eb5-8a52-5d38f21e9c0a","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_290 | art: 5 | lnr: 592 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","rare","urn:uuid:4b161ab2-c99b-47da-a9ab-08e461270c54","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_290 | innført_år:","NVE Vatn_lnr:1164 | NOFA locationID:1c4ed853-802e-483a-babc-5565653ea412","Langevatnet","Vest-Agder","Åseral",58.8274554926107,7.37431425148073,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"244","urn:uuid:2b90a72c-e07e-4ea0-833a-07bc13fadb94","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_291 | art: 5 | lnr: 593 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:7823b640-b377-43f2-af13-f6cdb3b787bc","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_291 | innført_år:","NVE Vatn_lnr:1184 | NOFA locationID:6bf5c19e-519f-4c8d-8468-4ffa62c81c85","Storevatnet","Vest-Agder","Åseral",58.7399174557766,7.22102888474809,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"245","urn:uuid:231bdc32-47f3-4bda-a8c8-2ecc7684ea45","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_292 | art: 5 | lnr: 594 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","rare","urn:uuid:0e031da1-17b9-4f66-9d03-58b1ced2f3a4","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_292 | innført_år:","NVE Vatn_lnr:1162 | NOFA locationID:9255d813-4b49-4e7a-9081-3675ba4bad9d","Ljoslandsvatnet","Vest-Agder","Åseral",58.7700177704041,7.3541456146155,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"246","urn:uuid:4d555b1f-b8fa-4319-9c87-8adee322d51d","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_296 | art: 5 | lnr: 599 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","absent","urn:uuid:f0136ea8-19c1-4101-a838-2cc5daa77235","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_296 | innført_år:","NVE Vatn_lnr:10136 | NOFA locationID:1702dafb-3aae-4159-8a6e-7935de549dec","Grantjørni","Vest-Agder","Hægebostad",58.5854723684252,7.12215956263757,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"247","urn:uuid:306df981-4d32-4572-9cc3-549fba94f822","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_300 | art: 5 | lnr: 603 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","irregular","urn:uuid:aac4ca78-0642-47e9-8a9e-a2c632101c9a","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_300 | innført_år:","NVE Vatn_lnr:9288 | NOFA locationID:8c9a78a8-100a-463a-b144-56bc9933bb85","Kodåvatn","Vest-Agder","Kvinesdal",58.7258461149286,6.97821534638924,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid","ordinal scale	population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria
urn:uuid:3026478f-5bdd-439a-abae-8945a5946bb1	urn:uuid:119e4d55-00cd-43c7-98e7-6867cd12a842	populationTrend	increasing	ordinal scale","population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria","decreasing"
"248","urn:uuid:119e4d55-00cd-43c7-98e7-6867cd12a842","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_301 | art: 5 | lnr: 604 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","absent","urn:uuid:3026478f-5bdd-439a-abae-8945a5946bb1","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_301 | innført_år:","NVE Vatn_lnr:10751 | NOFA locationID:c9b357a2-aad8-472a-889b-5fcf966c78dd","Husbrytjørn","Vest-Agder","Kvinesdal",58.4395436399947,6.97862226331899,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"249","urn:uuid:f1340515-ea64-4b5c-b444-b1913ddcb09d","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_303 | art: 5 | lnr: 606 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","rare","urn:uuid:28b54051-4775-4562-8339-4ce3dc100687","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_303 | innført_år:","NVE Vatn_lnr:1395 | NOFA locationID:db5962c3-ee64-463a-9a8e-11ef1c54c8bf","Sandvatnet","Vest-Agder","Kvinesdal",58.4076488168816,6.88116983950687,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid","ordinal scale	population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria
urn:uuid:07bb8502-2ce6-4dbc-ac81-b0ea7cb936f9	urn:uuid:3286cd22-989d-4722-bafc-47ecca08e03f	populationTrend	stable	ordinal scale","population trend from IUCN vocabulary, expanded with extinction and introduction as subclass of decrease and increase, respectively; http://www.iucnredlist.org/technical-documents/categories-and-criteria/2001-categories-criteria","stable"
"250","urn:uuid:3286cd22-989d-4722-bafc-47ecca08e03f","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_307 | art: 5 | lnr: 611 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"unknown","rare","urn:uuid:07bb8502-2ce6-4dbc-ac81-b0ea7cb936f9","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_307 | innført_år:","NVE Vatn_lnr:25727 | NOFA locationID:0705a2b4-c6d7-4381-a23d-1c65cd0973e2","Bergetjørni","Vest-Agder","Sirdal",59.0161797227158,6.90580939097224,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
"251","urn:uuid:c5e6fd9e-89b0-4f1e-8c03-dbbaf9bc790d","Freshwater lake fish Inventory","HumanObservation","skjemaNr: TH_NI_2015_308 | art: 5 | lnr: 612 | innført_år:","Trygve Hesthagen",NA,NA,NA,NA,NA,NA,"introduced","present","urn:uuid:72181c4e-030f-4bae-b26e-2ed6d638527a","Salmo trutta","Animalia",NA,NA,NA,NA,NA,NA,"L.1758","Brown trout","2017-03-25",NA,"survey_questionary",NA,NA,NA,"2015-01-01/2015-12-31",2015,"skjemaNr: TH_NI_2015_308 | innført_år:","NVE Vatn_lnr:20159 | NOFA locationID:cfcd4174-173e-4285-b088-b0b29a1b724d","Hyttevatnan","Vest-Agder","Sirdal",58.7595566568505,6.91674076043312,"EPSG:4326",15,"Latitude/longitude coordinates represent waterBody centroid",NA,NA,NA
